origin_country,origin_agency,destination_country,persons,period_start,period_end,instrument,instrument_measures,covers_australia,source_tier,source_url,source_retrieved_at
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Vanuatu,10,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Thailand,8,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Cuba,8,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Afghanistan,7,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Ecuador,7,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Norway,7,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Ukraine,7,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Senegal,6,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Spain,6,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Kenya,6,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Bermuda,5,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Taiwan,4,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Gambia,4,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Iceland,4,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",India,3,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Sierra Leone,3,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Chile,3,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Burundi,3,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Turks & Caicos Islands,3,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Chad,2,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Syria,2,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Guatemala,2,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Trinidad and Tobago,2,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Mauritania,2,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Zimbabwe,2,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Luxembourg,1,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Jamaica,1,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Tunisia,1,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Panama,1,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Peru,1,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Dominican Republic,1,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Barbados,1,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Benin,1,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Kuwait,77657,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,U A E,59611,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Qatar,44914,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Saudi Arabia,36441,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Israel,13252,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Romania,12597,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Japan,11090,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Maldives,11068,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Oman,7028,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,South Korea,6494,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Cyprus,3800,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Bahrain,3719,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Jordan,3635,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Singapore,2394,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,United Kingdom,2085,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Others,2006,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Malaysia,1830,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Turkey,1622,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Russia,1492,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Seychelles,1292,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Serbia,1171,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Lebanon,1132,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Australia,743,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,New Zealand,733,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Hong Kong,576,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Bangladesh,452,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Ireland,438,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Malta,266,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Iraq,263,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Mauritius,215,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Canada,206,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Papua New Guinea,190,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,India,177,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Poland,157,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
Sri Lanka,Sri Lanka Bureau of Foreign Employment,Vietnam,124,2025-01-01,2025-12-31,Migrant employee registration,"Departing migrant workers registered with the SLBFE by manpower level. Excludes students, skilled independent migrants, family migration and any departure not registered as foreign employment.",yes,primary,https://www.slbfe.lk/wp-content/uploads/2026/07/ASR-2025-WEB-SITE-final.pdf,2026-08-26T10:57:49.480Z
